source,locality,bhk,price_raw,area_raw,title,url,scraped_date,price,area_sqft,price_per_sqft,year,month,month_name,week_number,festival,is_festival
99acres,Kolar Road,2 BHK,"₹ 9,000/month",939 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2025-01-20,9000,939.0,9.58,2025,1,Jan,4,Wedding Season,True
magicbricks,Kolar Road,3 BHK,"₹ 16,500/month",1389 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2025-01-20,16500,1389.0,11.88,2025,1,Jan,4,Wedding Season,True
magicbricks,Kolar Road,3 BHK,"₹ 19,000/month",1139 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2025-01-20,19000,1139.0,16.68,2025,1,Jan,4,Wedding Season,True
magicbricks,Kolar Road,3 BHK,"₹ 20,500/month",1438 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2025-01-20,20500,1438.0,14.26,2025,1,Jan,4,Wedding Season,True
magicbricks,Kolar Road,3 BHK,"₹ 15,000/month",1429 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2025-01-20,15000,1429.0,10.5,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,1 BHK,"₹ 9,000/month",630 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2025-01-20,9000,630.0,14.29,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,000/month",419 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2025-01-20,7000,419.0,16.71,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,1 BHK,"₹ 8,000/month",485 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2025-01-20,8000,485.0,16.49,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,1 BHK,"₹ 7,500/month",533 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2025-01-20,7500,533.0,14.07,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,1 BHK,"₹ 8,000/month",406 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2025-01-20,8000,406.0,19.7,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,1 BHK,"₹ 8,500/month",540 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2025-01-20,8500,540.0,15.74,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,1 BHK,"₹ 6,500/month",531 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2025-01-20,6500,531.0,12.24,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,000/month",518 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2025-01-20,7000,518.0,13.51,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,2 BHK,"₹ 13,000/month",910 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2025-01-20,13000,910.0,14.29,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,2 BHK,"₹ 17,000/month",950 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2025-01-20,17000,950.0,17.89,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,2 BHK,"₹ 11,500/month",739 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2025-01-20,11500,739.0,15.56,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,2 BHK,"₹ 16,500/month",737 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2025-01-20,16500,737.0,22.39,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,2 BHK,"₹ 16,500/month",893 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2025-01-20,16500,893.0,18.48,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,2 BHK,"₹ 12,500/month",973 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2025-01-20,12500,973.0,12.85,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,2 BHK,"₹ 12,500/month",1042 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2025-01-20,12500,1042.0,12.0,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,2 BHK,"₹ 11,500/month",745 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2025-01-20,11500,745.0,15.44,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,3 BHK,"₹ 19,500/month",1371 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2025-01-20,19500,1371.0,14.22,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,3 BHK,"₹ 15,500/month",1201 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2025-01-20,15500,1201.0,12.91,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,3 BHK,"₹ 19,500/month",1410 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2025-01-20,19500,1410.0,13.83,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,3 BHK,"₹ 23,500/month",1294 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2025-01-20,23500,1294.0,18.16,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,3 BHK,"₹ 18,000/month",1116 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2025-01-20,18000,1116.0,16.13,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,3 BHK,"₹ 19,000/month",1324 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2025-01-20,19000,1324.0,14.35,2025,1,Jan,4,Wedding Season,True
99acres,Ayodhya Nagar,3 BHK,"₹ 15,000/month",1460 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2025-01-20,15000,1460.0,10.27,2025,1,Jan,4,Wedding Season,True
magicbricks,Ayodhya Nagar,3 BHK,"₹ 20,500/month",1173 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2025-01-20,20500,1173.0,17.48,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,000/month",404 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,9000,404.0,22.28,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,000/month",596 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,9000,596.0,15.1,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,1 BHK,"₹ 8,500/month",617 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,8500,617.0,13.78,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,1 BHK,"₹ 8,500/month",404 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,8500,404.0,21.04,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,500/month",567 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,9500,567.0,16.75,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,1 BHK,"₹ 9,000/month",449 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,9000,449.0,20.04,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,500/month",453 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,9500,453.0,20.97,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,1 BHK,"₹ 9,000/month",641 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,9000,641.0,14.04,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,1 BHK,"₹ 10,000/month",643 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,10000,643.0,15.55,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,1 BHK,"₹ 9,500/month",498 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,9500,498.0,19.08,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,000/month",597 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2025-01-20,9000,597.0,15.08,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,2 BHK,"₹ 19,000/month",911 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,19000,911.0,20.86,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,2 BHK,"₹ 16,500/month",893 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,16500,893.0,18.48,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,2 BHK,"₹ 18,500/month",791 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,18500,791.0,23.39,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,2 BHK,"₹ 17,000/month",707 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,17000,707.0,24.05,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,2 BHK,"₹ 11,500/month",939 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,11500,939.0,12.25,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,2 BHK,"₹ 18,500/month",723 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,18500,723.0,25.59,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,2 BHK,"₹ 16,000/month",786 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,16000,786.0,20.36,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,2 BHK,"₹ 15,500/month",944 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,15500,944.0,16.42,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,2 BHK,"₹ 16,000/month",731 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,16000,731.0,21.89,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,2 BHK,"₹ 15,000/month",958 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,15000,958.0,15.66,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,2 BHK,"₹ 16,000/month",1013 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2025-01-20,16000,1013.0,15.79,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,3 BHK,"₹ 21,500/month",1255 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,21500,1255.0,17.13,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,3 BHK,"₹ 27,500/month",1292 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,27500,1292.0,21.28,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,3 BHK,"₹ 23,000/month",1187 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,23000,1187.0,19.38,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,3 BHK,"₹ 22,000/month",1119 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,22000,1119.0,19.66,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,3 BHK,"₹ 20,500/month",1457 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,20500,1457.0,14.07,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,3 BHK,"₹ 24,500/month",1213 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,24500,1213.0,20.2,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,3 BHK,"₹ 24,000/month",1381 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,24000,1381.0,17.38,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,3 BHK,"₹ 24,500/month",1348 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,24500,1348.0,18.18,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,3 BHK,"₹ 20,000/month",1331 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,20000,1331.0,15.03,2025,1,Jan,4,Wedding Season,True
magicbricks,Hoshangabad Road,3 BHK,"₹ 18,000/month",1317 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,18000,1317.0,13.67,2025,1,Jan,4,Wedding Season,True
99acres,Hoshangabad Road,3 BHK,"₹ 25,500/month",1301 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2025-01-20,25500,1301.0,19.6,2025,1,Jan,4,Wedding Season,True
99acres,Bairagarh,1 BHK,"₹ 7,500/month",403 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2025-01-20,7500,403.0,18.61,2025,1,Jan,4,Wedding Season,True
99acres,Bairagarh,1 BHK,"₹ 5,500/month",585 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2025-01-20,5500,585.0,9.4,2025,1,Jan,4,Wedding Season,True
magicbricks,Bairagarh,1 BHK,"₹ 7,500/month",604 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2025-01-20,7500,604.0,12.42,2025,1,Jan,4,Wedding Season,True
99acres,Bairagarh,2 BHK,"₹ 10,500/month",1000 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2025-01-20,10500,1000.0,10.5,2025,1,Jan,4,Wedding Season,True
magicbricks,Bairagarh,2 BHK,"₹ 10,000/month",752 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2025-01-20,10000,752.0,13.3,2025,1,Jan,4,Wedding Season,True
magicbricks,Bairagarh,2 BHK,"₹ 9,500/month",1019 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2025-01-20,9500,1019.0,9.32,2025,1,Jan,4,Wedding Season,True
magicbricks,Bairagarh,3 BHK,"₹ 12,500/month",1291 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2025-01-20,12500,1291.0,9.68,2025,1,Jan,4,Wedding Season,True
magicbricks,Bairagarh,3 BHK,"₹ 18,000/month",1405 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2025-01-20,18000,1405.0,12.81,2025,1,Jan,4,Wedding Season,True
magicbricks,Bairagarh,3 BHK,"₹ 14,000/month",1379 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2025-01-20,14000,1379.0,10.15,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,1 BHK,"₹ 5,000/month",458 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2025-01-20,5000,458.0,10.92,2025,1,Jan,4,Wedding Season,True
99acres,Misrod,1 BHK,"₹ 6,000/month",458 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2025-01-20,6000,458.0,13.1,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,1 BHK,"₹ 4,500/month",423 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2025-01-20,4500,423.0,10.64,2025,1,Jan,4,Wedding Season,True
99acres,Misrod,1 BHK,"₹ 4,500/month",404 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2025-01-20,4500,404.0,11.14,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,1 BHK,"₹ 5,500/month",620 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2025-01-20,5500,620.0,8.87,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,1 BHK,"₹ 6,000/month",628 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2025-01-20,6000,628.0,9.55,2025,1,Jan,4,Wedding Season,True
99acres,Misrod,2 BHK,"₹ 10,000/month",791 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2025-01-20,10000,791.0,12.64,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,2 BHK,"₹ 9,000/month",872 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2025-01-20,9000,872.0,10.32,2025,1,Jan,4,Wedding Season,True
99acres,Misrod,2 BHK,"₹ 12,500/month",999 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2025-01-20,12500,999.0,12.51,2025,1,Jan,4,Wedding Season,True
99acres,Misrod,2 BHK,"₹ 9,000/month",812 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2025-01-20,9000,812.0,11.08,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,2 BHK,"₹ 9,000/month",893 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2025-01-20,9000,893.0,10.08,2025,1,Jan,4,Wedding Season,True
99acres,Misrod,2 BHK,"₹ 8,500/month",961 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2025-01-20,8500,961.0,8.84,2025,1,Jan,4,Wedding Season,True
99acres,Misrod,3 BHK,"₹ 14,500/month",1155 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2025-01-20,14500,1155.0,12.55,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,3 BHK,"₹ 15,500/month",1462 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2025-01-20,15500,1462.0,10.6,2025,1,Jan,4,Wedding Season,True
99acres,Misrod,3 BHK,"₹ 17,000/month",1232 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2025-01-20,17000,1232.0,13.8,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,3 BHK,"₹ 11,500/month",1154 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2025-01-20,11500,1154.0,9.97,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,3 BHK,"₹ 14,000/month",1406 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2025-01-20,14000,1406.0,9.96,2025,1,Jan,4,Wedding Season,True
magicbricks,Misrod,3 BHK,"₹ 15,500/month",1303 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2025-01-20,15500,1303.0,11.9,2025,1,Jan,4,Wedding Season,True
99acres,Arera Colony,1 BHK,"₹ 11,000/month",494 sq.ft,1 BHK Flat in Arera Colony,https://example.com/arera-colony/1-bhk,2025-01-27,11000,494.0,22.27,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,1 BHK,"₹ 10,500/month",591 sq.ft,1 BHK Flat in Arera Colony,https://example.com/arera-colony/1-bhk,2025-01-27,10500,591.0,17.77,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,1 BHK,"₹ 11,000/month",440 sq.ft,1 BHK Flat in Arera Colony,https://example.com/arera-colony/1-bhk,2025-01-27,11000,440.0,25.0,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,1 BHK,"₹ 9,500/month",405 sq.ft,1 BHK Flat in Arera Colony,https://example.com/arera-colony/1-bhk,2025-01-27,9500,405.0,23.46,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,1 BHK,"₹ 12,500/month",597 sq.ft,1 BHK Flat in Arera Colony,https://example.com/arera-colony/1-bhk,2025-01-27,12500,597.0,20.94,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,2 BHK,"₹ 20,000/month",965 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2025-01-27,20000,965.0,20.73,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,2 BHK,"₹ 14,500/month",970 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2025-01-27,14500,970.0,14.95,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,2 BHK,"₹ 15,000/month",971 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2025-01-27,15000,971.0,15.45,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,2 BHK,"₹ 15,000/month",749 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2025-01-27,15000,749.0,20.03,2025,1,Jan,5,Wedding Season,True
99acres,Arera Colony,2 BHK,"₹ 19,000/month",723 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2025-01-27,19000,723.0,26.28,2025,1,Jan,5,Wedding Season,True
99acres,Arera Colony,3 BHK,"₹ 21,500/month",1111 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2025-01-27,21500,1111.0,19.35,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,3 BHK,"₹ 25,000/month",1124 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2025-01-27,25000,1124.0,22.24,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,3 BHK,"₹ 28,000/month",1149 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2025-01-27,28000,1149.0,24.37,2025,1,Jan,5,Wedding Season,True
magicbricks,Arera Colony,3 BHK,"₹ 26,000/month",1422 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2025-01-27,26000,1422.0,18.28,2025,1,Jan,5,Wedding Season,True
99acres,Arera Colony,3 BHK,"₹ 27,500/month",1313 sq.ft,3 BHK Flat in Arera Colony,https://example.com/arera-colony/3-bhk,2025-01-27,27500,1313.0,20.94,2025,1,Jan,5,Wedding Season,True
99acres,MP Nagar,1 BHK,"₹ 10,500/month",566 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,10500,566.0,18.55,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,1 BHK,"₹ 13,000/month",454 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,13000,454.0,28.63,2025,1,Jan,5,Wedding Season,True
99acres,MP Nagar,1 BHK,"₹ 11,000/month",480 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,11000,480.0,22.92,2025,1,Jan,5,Wedding Season,True
99acres,MP Nagar,1 BHK,"₹ 11,500/month",533 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,11500,533.0,21.58,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,1 BHK,"₹ 12,500/month",622 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,12500,622.0,20.1,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,1 BHK,"₹ 12,500/month",605 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,12500,605.0,20.66,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,1 BHK,"₹ 12,000/month",526 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,12000,526.0,22.81,2025,1,Jan,5,Wedding Season,True
99acres,MP Nagar,1 BHK,"₹ 11,000/month",576 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,11000,576.0,19.1,2025,1,Jan,5,Wedding Season,True
99acres,MP Nagar,1 BHK,"₹ 11,500/month",496 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,11500,496.0,23.19,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,1 BHK,"₹ 12,000/month",541 sq.ft,1 BHK Flat in MP Nagar,https://example.com/mp-nagar/1-bhk,2025-01-27,12000,541.0,22.18,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,2 BHK,"₹ 17,000/month",791 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2025-01-27,17000,791.0,21.49,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,2 BHK,"₹ 20,000/month",940 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2025-01-27,20000,940.0,21.28,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,2 BHK,"₹ 22,500/month",1043 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2025-01-27,22500,1043.0,21.57,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,2 BHK,"₹ 17,500/month",765 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2025-01-27,17500,765.0,22.88,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,2 BHK,"₹ 25,000/month",1049 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2025-01-27,25000,1049.0,23.83,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,2 BHK,"₹ 25,500/month",846 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2025-01-27,25500,846.0,30.14,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,2 BHK,"₹ 17,500/month",748 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2025-01-27,17500,748.0,23.4,2025,1,Jan,5,Wedding Season,True
magicbricks,MP Nagar,2 BHK,"₹ 25,500/month",928 sq.ft,2 BHK Flat in MP Nagar,https://example.com/mp-nagar/2-bhk,2025-01-27,25500,928.0,27.48,2025,1,Jan,5,Wedding Season,True
